Unsorted array:
1092128, 1982993, 700094, 1148986, 1935439, 892384, 1113810, 1932807, 1012877, 817390, 1607079, 681528, 662097, 901187, 1444168, 1372807, 830032, 1890957, 1184344, 1766255
1373381, 1998611, 1556846, 915758, 991695, 1174722, 904710, 938605, 1054322, 517805, 1627762, 1194074, 1279615, 801817, 504142, 1084846, 1222050, 1856127, 687224, 1929307
1991991, 1009850, 736708, 578439, 1851739, 1121484, 536522, 1652756, 1483494, 1013835, 926177, 1975438, 1053676, 526817, 1875500, 1091929, 553545, 1676976, 745048, 508684
1677846, 1122695, 1966363, 1092675, 1294870, 1657900, 1668574, 1138165, 581604, 1324045, 1581160, 823853, 1702584, 1669759, 806969, 937626, 978425, 608604, 1784210, 1821743
1851379, 1841031, 1389529, 1470420, 871256, 1530624, 1511734, 1275299, 1463337, 1016869, 1204193, 1255426, 1531770, 1634882, 837770, 1867538, 1615251, 1845612, 596178, 1868800
1223408, 613393, 1925633, 1769815, 635343, 683291, 1580654, 1352024, 869840, 1190822, 684485, 1375573, 1869527, 883818, 1866852, 1259018, 1860053, 1412785, 799234, 772003
655148, 1607645, 765663, 1503753, 591948, 1164361, 1338177, 1033148, 1838513, 710491, 1812163, 1447162, 1664205, 1176953, 908740, 1338423, 680449, 1268853, 1546355, 1171357
1965055, 807925, 1703517, 1713318, 1239210, 1612499, 1341204, 1098519, 1072374, 706108, 1918248, 1803012, 1556220, 1880487, 1717990, 1119558, 773041, 1437114, 1765664, 922225
669825, 1333603, 763002, 1130758, 1006019, 1500886, 1782338, 930542, 1729073, 510889, 849954, 1883120, 1489840, 1793845, 1682411, 780001, 988579, 1203320, 1888628, 833897
1661752, 1583138, 611774, 1938127, 805043, 894174, 1919513, 528850, 1584144, 759664, 1509689, 950324, 588968, 880773, 849794, 1953688, 1133296, 888174, 1626099, 1865860
1535983, 1103054, 611129, 1657857, 660694, 1090942, 1049439, 1083776, 901942, 1588051, 785633, 628970, 1256238, 1677662, 1539437, 1659313, 698652, 1489901, 1733224, 1747911
728940, 1923893, 656427, 1833053, 516250, 1451273, 1540847, 712889, 1437957, 1218785, 1558200, 1613601, 596724, 1851999, 1928944, 1179324, 797189, 923261, 920894, 645172
860193, 1939371, 1737066, 555816, 1251943, 680075, 708049, 1884429, 846566, 1494002, 996146, 680717, 1746196, 1312408, 639322, 1186180, 990878, 1003654, 1159934, 813885
1873258, 1204942, 893053, 552053, 544220, 520766, 922881, 1501334, 1737379, 1713422, 658452, 889335, 658442, 732796, 1383054, 1639711, 1904548, 834357, 1542625, 555678
678635, 1758496, 630077, 1703018, 728609, 1756977, 1601398, 1592723, 1659273, 1415304, 1647629, 671735, 1711557, 1023437, 935676, 1652380, 903021, 644325, 1641364, 1009286
1272672, 1742341, 651100, 1145454, 1800768, 947728, 1038571, 1745919, 1743202, 628587, 577443, 673962, 1011921, 1861401, 1422310, 1598149, 796622, 1829288, 1842029, 730070
610434, 1477806, 614477, 1322624, 545406, 561839, 1535706, 1939106, 545100, 1709157, 1204732, 1249392, 953946, 996609, 572528, 1297955, 1223827, 602012, 1485732, 750745
1525407, 1735978, 1027389, 1061714, 1888499, 1705025, 1769111, 1903226, 640696, 1612957, 503783, 582285, 1407810, 1429516, 1884121, 1013354, 1638728, 567353, 1957800, 1751008
526617, 1852691, 1262994, 1918146, 1702430, 1021930, 1167551, 1615782, 1315051, 1692207, 927784, 1372289, 559371, 1710722, 551942, 1237190, 847629, 987473, 1161546, 1557007
1107230, 1301834, 1661764, 1504411, 728656, 1988403, 1143274, 1308731, 1692322, 1765916, 1921006, 1578799, 1549646, 1325196, 1114511, 1973901, 1937773, 1123283, 995817, 615735
1330821, 1455619, 1273895, 777045, 1559933, 907284, 1271489, 1480007, 801282, 596622, 605338, 554120, 641708, 600542, 810175, 725403, 1959241, 1709583, 577548, 1698603
1695350, 1992019, 970683, 890095, 584218, 1822285, 1516977, 1515434, 709213, 1358116, 1208857, 717088, 1637860, 1149179, 772331, 1936137, 1221237, 1753613, 1677514, 834407
1479124, 1663844, 1534342, 825560, 1372026, 1521526, 1020726, 1916249, 1633122, 1775295, 1090154, 1582696, 647998, 1449259, 1211519, 1723625, 1195372, 847044, 564113, 1662635
